date,control_point,arrivals_residents,arrivals_chinavisitors,arrivals_othervisitors,arrivals_total,departures_residents,departures_chinavisitors,departures_othervisitors,departures_total,weekday
2020-10-30,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-10-30,Harbour Control,0,0,0,0,0,0,0,0,Friday
2020-10-30,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-10-30,Total,1489,109,45,1643,1821,107,69,1997,Friday
2020-10-31,Airport,776,5,19,800,1262,19,36,1317,Saturday
2020-10-31,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Heung Yuen Wai,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Shenzhen Bay,516,131,4,651,614,72,11,697,Saturday
2020-10-31,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-10-31,Total,1340,139,27,1506,1999,99,47,2145,Saturday
2020-11-01,Airport,1021,1,47,1069,935,8,39,982,Sunday
2020-11-01,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Heung Yuen Wai,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Hong Kong-Zhuhai-Macao Bridge,61,8,4,73,122,5,4,131,Sunday
2020-11-01,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Shenzhen Bay,1075,173,8,1256,444,69,3,516,Sunday
2020-11-01,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-01,Total,2157,182,59,2398,1501,82,46,1629,Sunday
2020-11-02,Airport,503,0,25,528,472,9,17,498,Monday
2020-11-02,Hung Hom,0,0,0,0,0,0,0,0,Monday
2020-11-02,Lo Wu,0,0,0,0,0,0,0,0,Monday
2020-11-02,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2020-11-02,Heung Yuen Wai,0,0,0,0,0,0,0,0,Monday
2020-11-02,Hong Kong-Zhuhai-Macao Bridge,70,6,0,76,81,3,0,84,Monday
2020-11-02,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2020-11-02,Man Kam To,0,0,0,0,0,0,0,0,Monday
2020-11-02,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2020-11-02,Shenzhen Bay,838,122,1,961,357,44,2,403,Monday
2020-11-02,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-02,Harbour Control,0,0,0,0,0,0,0,0,Monday
2020-11-02,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-02,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-02,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-02,Total,1411,128,26,1565,910,56,19,985,Monday
2020-11-03,Airport,717,14,32,763,1139,20,96,1255,Tuesday
2020-11-03,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Heung Yuen Wai,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Hong Kong-Zhuhai-Macao Bridge,59,4,6,69,162,8,3,173,Tuesday
2020-11-03,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Shenzhen Bay,723,137,2,862,776,85,7,868,Tuesday
2020-11-03,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-03,Total,1499,155,40,1694,2077,113,106,2296,Tuesday
2020-11-04,Airport,829,7,33,869,819,6,124,949,Wednesday
2020-11-04,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Heung Yuen Wai,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Hong Kong-Zhuhai-Macao Bridge,61,2,30,93,158,14,5,177,Wednesday
2020-11-04,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Shenzhen Bay,664,111,3,778,742,97,8,847,Wednesday
2020-11-04,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-04,Total,1554,120,66,1740,1719,117,137,1973,Wednesday
2020-11-05,Airport,1007,1,30,1038,560,3,84,647,Thursday
2020-11-05,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Heung Yuen Wai,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Shenzhen Bay,691,92,1,784,631,109,5,745,Thursday
2020-11-05,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-05,Total,1767,98,92,1957,1300,122,94,1516,Thursday
2020-11-06,Airport,931,5,40,976,832,10,55,897,Friday
2020-11-06,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-11-06,Lo Wu,0,0,0,0,0,0,0,0,Friday
2020-11-06,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2020-11-06,Heung Yuen Wai,0,0,0,0,0,0,0,0,Friday
2020-11-06,Hong Kong-Zhuhai-Macao Bridge,58,1,7,66,59,10,6,75,Friday
2020-11-06,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2020-11-06,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-11-06,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2020-11-06,Shenzhen Bay,669,96,2,767,603,86,7,696,Friday
2020-11-06,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-06,Harbour Control,0,0,0,0,0,0,0,0,Friday
2020-11-06,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-06,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-06,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-06,Total,1658,102,49,1809,1494,106,68,1668,Friday
2020-11-07,Airport,876,8,26,910,738,9,28,775,Saturday
2020-11-07,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Heung Yuen Wai,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Hong Kong-Zhuhai-Macao Bridge,36,3,0,39,92,12,4,108,Saturday
2020-11-07,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Shenzhen Bay,702,117,2,821,467,69,3,539,Saturday
2020-11-07,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-11-07,Total,1614,128,28,1770,1297,90,35,1422,Saturday
2020-11-08,Airport,1089,4,63,1156,816,22,60,898,Sunday
2020-11-08,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Heung Yuen Wai,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Hong Kong-Zhuhai-Macao Bridge,64,4,3,71,67,32,1,100,Sunday
2020-11-08,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Shenzhen Bay,906,130,2,1038,339,78,3,420,Sunday
2020-11-08,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-08,Total,2059,138,68,2265,1222,132,64,1418,Sunday
2020-11-09,Airport,621,0,19,640,379,13,20,412,Monday
2020-11-09,Hung Hom,0,0,0,0,0,0,0,0,Monday
2020-11-09,Lo Wu,0,0,0,0,0,0,0,0,Monday
2020-11-09,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2020-11-09,Heung Yuen Wai,0,0,0,0,0,0,0,0,Monday
2020-11-09,Hong Kong-Zhuhai-Macao Bridge,62,5,5,72,62,3,5,70,Monday
2020-11-09,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2020-11-09,Man Kam To,0,0,0,0,0,0,0,0,Monday
2020-11-09,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2020-11-09,Shenzhen Bay,773,85,1,859,352,53,3,408,Monday
2020-11-09,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-09,Harbour Control,0,0,0,0,0,0,0,0,Monday
2020-11-09,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-09,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-09,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-09,Total,1456,90,25,1571,793,69,28,890,Monday
2020-11-10,Airport,952,6,36,994,964,20,36,1020,Tuesday
2020-11-10,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Heung Yuen Wai,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Hong Kong-Zhuhai-Macao Bridge,83,4,6,93,114,6,3,123,Tuesday
2020-11-10,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Shenzhen Bay,736,93,2,831,739,82,10,831,Tuesday
2020-11-10,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-12-19,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-11-10,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-10,Total,1771,103,44,1918,1817,108,49,1974,Tuesday
2020-11-11,Airport,1321,2,52,1375,508,8,42,558,Wednesday
2020-11-11,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Heung Yuen Wai,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Shenzhen Bay,658,88,3,749,676,84,3,763,Wednesday
2020-11-11,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-11,Total,2023,94,59,2176,1278,99,46,1423,Wednesday
2020-11-12,Airport,1646,4,61,1711,589,7,74,670,Thursday
2020-11-12,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Heung Yuen Wai,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Hong Kong-Zhuhai-Macao Bridge,54,1,22,77,101,7,3,111,Thursday
2020-11-12,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Shenzhen Bay,616,102,4,722,587,67,4,658,Thursday
2020-11-12,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-12,Total,2316,107,87,2510,1277,81,81,1439,Thursday
2020-11-13,Airport,806,1,26,833,706,8,49,763,Friday
2020-11-13,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-11-13,Lo Wu,0,0,0,0,0,0,0,0,Friday
2020-11-13,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2020-11-13,Heung Yuen Wai,0,0,0,0,0,0,0,0,Friday
2020-11-13,Hong Kong-Zhuhai-Macao Bridge,46,7,3,56,109,10,6,125,Friday
2020-11-13,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2020-11-13,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-11-13,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2020-11-13,Shenzhen Bay,604,99,2,705,569,68,7,644,Friday
2020-11-13,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-13,Harbour Control,0,0,0,0,0,0,0,0,Friday
2020-11-13,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-13,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-13,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-13,Total,1456,107,31,1594,1384,86,62,1532,Friday
2020-11-14,Airport,714,3,19,736,885,15,34,934,Saturday
2020-11-14,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Heung Yuen Wai,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Hong Kong-Zhuhai-Macao Bridge,47,4,1,52,107,6,2,115,Saturday
2020-11-14,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Shenzhen Bay,525,112,6,643,540,64,2,606,Saturday
2020-11-14,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-11-14,Total,1286,119,26,1431,1532,85,38,1655,Saturday
2020-11-15,Airport,969,6,38,1013,1174,30,55,1259,Sunday
2020-11-15,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Heung Yuen Wai,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Hong Kong-Zhuhai-Macao Bridge,34,4,6,44,62,8,0,70,Sunday
2020-11-15,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Shenzhen Bay,742,114,2,858,358,50,1,409,Sunday
2020-11-15,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-11-15,Total,1745,124,46,1915,1594,88,56,1738,Sunday
2020-11-16,Airport,366,14,17,397,424,13,14,451,Monday
2020-11-16,Hung Hom,0,0,0,0,0,0,0,0,Monday
2020-11-16,Lo Wu,0,0,0,0,0,0,0,0,Monday
2020-11-16,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2020-11-16,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2020-11-16,Man Kam To,0,0,0,0,0,0,0,0,Monday
2020-11-16,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2020-11-16,Shenzhen Bay,550,91,3,644,1046,109,0,1155,Monday
2020-11-16,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-16,Harbour Control,0,0,0,0,0,0,0,0,Monday
2020-11-16,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-16,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-16,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-11-16,Total,954,110,22,1086,1666,135,18,1819,Monday
2020-11-17,Airport,385,4,26,415,611,14,32,657,Tuesday
2020-11-17,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Heung Yuen Wai,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Hong Kong-Zhuhai-Macao Bridge,21,6,6,33,213,12,5,230,Tuesday
2020-11-17,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Shenzhen Bay,490,86,3,579,1340,166,1,1507,Tuesday
2020-11-17,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-11-17,Total,896,96,35,1027,2164,192,38,2394,Tuesday
2020-11-18,Airport,609,6,27,642,763,5,86,854,Wednesday
2020-11-18,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Heung Yuen Wai,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Hong Kong-Zhuhai-Macao Bridge,14,3,19,36,159,10,6,175,Wednesday
2020-11-18,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Shenzhen Bay,407,86,0,493,1039,156,8,1203,Wednesday
2020-11-18,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-11-18,Total,1030,95,46,1171,1961,171,100,2232,Wednesday
2020-11-19,Airport,568,2,30,600,550,5,36,591,Thursday
2020-11-19,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Heung Yuen Wai,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Hong Kong-Zhuhai-Macao Bridge,19,0,3,22,144,15,6,165,Thursday
2020-11-19,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Shenzhen Bay,359,95,0,454,985,128,3,1116,Thursday
2020-11-19,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-11-19,Total,946,97,33,1076,1679,148,45,1872,Thursday
2020-11-20,Airport,766,12,34,812,976,27,56,1059,Friday
2020-11-20,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2020-11-20,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-11-20,Lo Wu,0,0,0,0,0,0,0,0,Friday
2020-11-20,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2020-11-20,Heung Yuen Wai,0,0,0,0,0,0,0,0,Friday
2020-11-20,Hong Kong-Zhuhai-Macao Bridge,22,2,4,28,178,15,3,196,Friday
2020-11-20,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2020-11-20,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-11-20,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2020-11-20,Shenzhen Bay,490,73,1,564,1073,138,4,1215,Friday
2020-11-20,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-20,Harbour Control,0,0,0,0,0,0,0,0,Friday
2020-11-20,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-20,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-20,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-11-20,Total,1278,87,39,1404,2227,180,63,2470,Friday
2020-11-21,Airport,999,3,41,1043,957,21,35,1013,Saturday
2020-11-21,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Heung Yuen Wai,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Hong Kong-Zhuhai-Macao Bridge,22,7,2,31,151,13,4,168,Saturday
2020-11-21,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Shenzhen Bay,521,113,3,637,858,140,4,1002,Saturday
2020-11-21,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-11-21,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
